,2010 GENERAL ELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Results by constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,id,,,,,,,Conservative,,,Liberal Democrat,,,Labour ,,,UKIP,,,Green,,,SNP,,, Plaid Cymru ,,,DUP,,,Sinn Fein,,,SDLP,,,UUP,,,Alliance,,,Other,,,,
,,Constituency,County,Country/Region,Country,Electorate,,Votes,Vote share,,Votes ,Vote share,,Votes,Vote share,,Votes,Vote share,,Votes,Vote share,,Votes,Vote share,,Votes,Vote share,,Votes,Vote share,,Votes,Vote share,,Votes,Vote share,,Votes,Vote share,,Votes,Vote share,,Votes,Votes Share,,Total votes,Turnout 
,E14000530,ALDERSHOT,Hampshire,South East,England,"71,465",,"21,203",47%,,"15,617",34%,,"5,489",12%,,"2,041",4%,,,,,,,,,,,,,,,,,,,,,,,,,,"1,034",2%,,"45,384",64%
,E14000531,ALDRIDGE-BROWNHILLS,West Midlands,West Midlands,England,"58,909",,"22,913",59%,,"6,833",18%,,"7,647",20%,,,,,847,2%,,,,,,,,,,,,,,,,,,,,,,,394,1%,,"38,634",66%
,E14000532,ALTRINCHAM AND SALE WEST,Greater Manchester,North West,England,"72,208",,"24,176",49%,,"12,581",25%,,"11,073",22%,,"1,563",3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,393",68%
,E14000533,AMBER VALLEY,Derbyshire,East Midlands,England,"70,171",,"17,746",39%,,"6,636",14%,,"17,210",37%,,906,2%,,,,,,,,,,,,,,,,,,,,,,,,,,"3,460",8%,,"45,958",65%
,E14000534,ARUNDEL AND SOUTH DOWNS,West Sussex,South East,England,"76,835",,"32,333",58%,,"15,642",28%,,"4,835",9%,,"3,172",6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,982",73%
,E14000535,ASHFIELD,Nottinghamshire,East Midlands,England,"77,379",,"10,698",22%,,"16,047",33%,,"16,239",34%,,933,2%,,,,,,,,,,,,,,,,,,,,,,,,,,"4,279",9%,,"48,196",62%
,E14000536,ASHFORD,Kent,South East,England,"81,271",,"29,878",54%,,"12,581",23%,,"9,204",17%,,"2,508",5%,,"1,014",2%,,,,,,,,,,,,,,,,,,,,,,,,,,"55,185",68%
,E14000537,ASHTON-UNDER-LYNE,Greater Manchester,North West,England,"67,714",,"9,510",25%,,"5,703",15%,,"18,604",48%,,"1,686",4%,,,,,,,,,,,,,,,,,,,,,,,,,,"2,929",8%,,"38,432",57%
,E14000538,AYLESBURY,Buckinghamshire,South East,England,"77,844",,"27,736",52%,,"15,118",28%,,"6,695",13%,,"3,613",7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,162",68%
,E14000539,BANBURY,Oxfordshire,South East,England,"84,379",,"29,703",53%,,"11,476",20%,,"10,773",19%,,"2,806",5%,,959,2%,,,,,,,,,,,,,,,,,,,,,,,524,1%,,"56,241",67%
,E14000540,BARKING,London,London,England,"73,868",,"8,073",18%,,"3,719",8%,,"24,628",54%,,"1,300",3%,,317,1%,,,,,,,,,,,,,,,,,,,,,,,"7,306",16%,,"45,343",61%
,E14000541,BARNSLEY CENTRAL,South Yorkshire,Yorkshire and The Humber,England,"65,543",,"6,388",17%,,"6,394",17%,,"17,487",47%,,"1,727",5%,,,,,,,,,,,,,,,,,,,,,,,,,,"5,005",14%,,"37,001",56%
,E14000542,BARNSLEY EAST,South Yorkshire,Yorkshire and The Humber,England,"68,435",,"6,329",16%,,"6,969",18%,,"18,059",47%,,"1,731",5%,,,,,,,,,,,,,,,,,,,,,,,,,,"5,298",14%,,"38,386",56%
,E14000543,BARROW AND FURNESS,Cumbria,North West,England,"68,943",,"16,018",36%,,"4,424",10%,,"21,226",48%,,841,2%,,530,1%,,,,,,,,,,,,,,,,,,,,,,,"1,085",2%,,"44,124",64%
,E14000544,BASILDON AND BILLERICAY,Essex,Eastern,England,"65,515",,"21,922",53%,,"6,538",16%,,"9,584",23%,,"1,591",4%,,,,,,,,,,,,,,,,,,,,,,,,,,"1,934",5%,,"41,569",63%
,E14000545,BASINGSTOKE,Hampshire,South East,England,"75,473",,"25,590",51%,,"12,414",25%,,"10,327",20%,,"2,076",4%,,,,,,,,,,,,,,,,,,,,,,,,,,247,0%,,"50,654",67%
,E14000546,BASSETLAW,Nottinghamshire,East Midlands,England,"76,513",,"16,803",34%,,"5,570",11%,,"25,018",50%,,"1,779",4%,,,,,,,,,,,,,,,,,,,,,,,,,,407,1%,,"49,577",65%
,E14000547,BATH,Avon,South West,England,"66,686",,"14,768",31%,,"26,651",57%,,"3,251",7%,,890,2%,,"1,120",2%,,,,,,,,,,,,,,,,,,,,,,,406,1%,,"47,086",71%
,E14000548,BATLEY AND SPEN,West Yorkshire,Yorkshire and The Humber,England,"76,738",,"17,159",34%,,"8,095",16%,,"21,565",42%,,,,,605,1%,,,,,,,,,,,,,,,,,,,,,,,"3,685",7%,,"51,109",67%
,E14000549,BATTERSEA,London,London,England,"74,311",,"23,103",47%,,"7,176",15%,,"17,126",35%,,505,1%,,559,1%,,,,,,,,,,,,,,,,,,,,,,,323,1%,,"48,792",66%
,E14000550,BEACONSFIELD,Buckinghamshire,South East,England,"74,982",,"32,053",61%,,"10,271",20%,,"6,135",12%,,"2,597",5%,,768,1%,,,,,,,,,,,,,,,,,,,,,,,666,1%,,"52,490",70%
,E14000551,BECKENHAM,London,London,England,"66,219",,"27,597",58%,,"9,813",21%,,"6,893",14%,,"1,551",3%,,608,1%,,,,,,,,,,,,,,,,,,,,,,,"1,224",3%,,"47,686",72%
,E14000552,BEDFORD,Bedfordshire,Eastern,England,"68,530",,"17,546",39%,,"8,957",20%,,"16,193",36%,,"1,136",3%,,393,1%,,,,,,,,,,,,,,,,,,,,,,,877,2%,,"45,102",66%
,E14000553,BERMONDSEY AND OLD SOUTHWARK,London,London,England,"77,628",,"7,638",17%,,"21,590",48%,,"13,060",29%,,,,,718,2%,,,,,,,,,,,,,,,,,,,,,,,"1,645",4%,,"44,651",58%
